filename,phones
A22_173.wav,"['v̞ʲ', 'uə', 'ə', 'a', 'n', 'tʂʰ', 'a', 'l', 'a', 'u', 'tʂ', 'o', 'ð', 'a', 'u', 'm', 'a', 'l', 'tʂʰ', 'a', 'tɕʰ', 'i', 'm', 'a', 'p', 'uə', 'lʲ', 'j', 'a', 'd', 'a', 'mʲ', 'i', 'm', 'ʌ', 'l', 'o', 'lʲ', 'a', 'ts', 'uə', 'tʂʰ', 'ʌ', 'ŋ', 'k', 'u', 'm', 'a', 'ʊ', 'o', 'ts', 'uə', 'a', 'k', 'u', 'b̞', 'a']"
A6_100.wav,"['kʰ', 'ʌ', 'ʂ', 'e', 'tʂ', 'ɻ̩', 'w', 'ʌ', 'n', 'w', 'a', 'n', 'x', 'o', 'uə', 'tʰ', 'a', 'i', 'tʂ', 'a', 'o', 'tɕʰ', 'i', 'ŋ', 'tʂ', 'ɻ̩', 'tɕ', 'i', 'æ', 'n', 'ts', 'uə', 'o', 'ɕ', 'i', 'a', 'j', 'æ', 'n', 'tɕ', 'i', 'æ', 'n', 'd', 'ɪ', 'ɕ', 'i', 'æ', 'n', 'j', 'o', 'uə', 'tsʰ', 'uə', 'j', 'o', 'uə', 'x', 'e', 'ɪ', 'j', 'uə', 'j', 'o', 'uə', 'tsʰ', 'a', 'm', 'i', 'ŋ', 'ɕ', 'i', 'æ', 'n', 'p', 'uə', 'ð', 'uə', 'e', 'tʂʰ', 'ʌ', 'n']"
A23_9.wav,"['f', 'a', 'j', 'e', 'ʁ', 'w', 'a', 'ŋ', 'tɕʰ', 'ɪ', 'i', 'ʝ', 'ŋ', 'd', 'i', 'ŋ', 'x', 'ʁ', 'ʌ', 'lʲ', 'ɪ', 'ə', 'a', 'p', 'a', 'ʁ', 'lʲ', 'ɪ', 'ʐ', 'ʌ', 'ɴ', 'd', 'i', 'n', 'p', 'e', 'ɪ', 's', 'a', 'ɪ', 'ɕ', 'i', 'p', 'ɾ', 'e', 'ʁ', 'ʏ', 'a', 't̪ʰ', 'ɪ', 't', 'uə', 'dʲ', 'i', 'w', 'uə', 'a', 'p', 'uə', 's̪', 'i', 'y', 'n', 'p', 'uə', 'tʂʰ', 'ʌ', 'ə', 'tʂ', 'ɨ', 'ŋ', 'tɕ', 'i', 'n', 'tʲ', 'a', 'ɴ', 'ə', 'm', 'a', 'l', 'o', 'ɾ']"
A11_26.wav,"['t', 'ʌ', 'ŋ', 'tsʰ', 'o', 'ŋ', 'j', 'uə', 'x', 'uə', 'x', 'uə', 'tʂ', 'o', 'ŋ', 'ɕ', 'i', 'ŋ', 'tʂ', 'ɒ', 'l', 'a', 'ɪ', 'ʂ', 'ɻ̩', 'ð', 'i', 'æ', 'n', 'i', 'tɕ', 'i', 'ŋ', 't̪', 'i', 'o', 'uə', 'ɕ', 'i', 'æ', 'a', 'i', 'tʂʰ', 'uə', 'a', 'n', 'tʂʰ', 'a', 'ŋ', 'tʂʰ', 'a', 'ŋ', 't', 'ɪ', 'ts', 'i', 'a', 'o', 'æ', 'n', 'ɕ', 'i', 'a', 'o', 'ʂ', 'ɻ̩', 'd', 'ɪ', 'uə', 'j', 'ʌ', 'n', 'uə', 'ts', 'o', 'ŋ']"
A8_93.wav,"['p', 'uə', 'uː', 'ɻ̩', 'tʂʰ', 'e', 'n', 'ɲ', 'i', 'o', 'uə', 'j', 'e', 'kʰ', 'ʌ', 'ɴ', 'ʌ', 'ŋ', 'ʂ', 'ɻ̩', 'ts', 'ɪ', 'w', 'o', 'j', 'o', 'uə', 'tɕ', 'i', 'o', 'uə', 'tɕ', 'i', 'a', 'ɒ', 'o', 'ð', 'a', 'j', 'uə', 'o', 'ɕ', 'i', 'a', 'o', 'ʂ', 'uə', 't', 'ə', 'j', 'uə', 'ɴ', 'ŋ', 'j', 'uə', 'æ', 'n', 't', 'a', 't', 'ʌ', 'ʂ', 'ɻ̩', 'j', 'o', 'uə', 'tʂ', 'uə', 'e', 'ɪ', 'tɕʰ', 'i', 'o', 'uə', 'ð', 'ɪ', 'ɻ', 'ʌ', 'n']"
A19_173.wav,"['b̞', 'ɪ', 'n', 'tʂʰ', 'ə', 'a', 'ʐ', 'ɔ', 'd', 'ə', 'u', 'a', 'ŋ', 'tʂʰ', 'a', 'ʊ', 'x', 'tɕ', 'ɪ', 'm', 'a', 'ʁ', 'ɪ', 'a', 't', 'a', 'n', 'i', 'm', 'uː', 'o', 'i', 'a', 'ts', 'u', 'tʂʰ', 'ʌ', 'ɴ', 'ʀ', 'uə', 'a', 'u', 'a', 'f', 'w', 'a', 'u', 'ð', 'a', 'u', 'a']"
A34_219.wav,"['tʂ', 'uə', 'pʰ', 'o', 'ŋ', 'j', 'o', 'j', 'e', 'ɕ', 'i', 'æ', 'a', 'ŋ', 'tʰ', 'a', 'lʲ', 'e', 'a', 'ə', 'ʌ', 'pʲ', 'e', 'ɕ', 'i', 'a', 'ʁ', 'uə', 'ə', 'æ', 'n', 's̪', 'ə', 'ʝ', 'o', 'uə', 'j', 'uə', 'æ', 'n', 's', 'ə', 'ʂ', 'ɻ̩', 'p', 'uə', 'ʝ', 'ɔ̃', 'ŋ', 'x', 'ʌ', 'ə', 'i', 'tɕʰ', 'iː', 'g', 'l', 'i', 'tɕʰ', 'o', 'uə', 'd', 'a']"
A2_160.wav,"['j', 'o', 'ŋ', 'tʂʰ', 'uə', 'a', 'n', 'd', 'o', 'ŋ', 'ð', 'ɪ', 'tʂʰ', 'a', 'ŋ', 'w', 'e', 'ɪ', 'j', 'uə', 'j', 'a', 'ŋ', 'f', 'a', 'ŋ', 'ʂ', 'ɻ̩', 'b̥', 'e', 'ɪ', 'j', 'uə', 'i', 'm', 'uə', 'j', 'a', 'ŋ', 'ɴ', 'i', 'a', 'o', 'tʂ', 'ɻ̩', 'x', 'ʌ', 'ts', 'a', 'ɪ', 'tʂʰ', 'a', 'p', 'a', 'b̞', 'uə', 't', 'a', 'tʰ', 'i', 'e', 't', 'i', 'm', 'uə', 'o', 'j', 'uə', 'j', 'a', 'ŋ', 'ts', 'ʌ', 'kʰ', 'ʌ', 'i', 'ts', 'a', 'ɪ', 'uə', 'ʂ', 'ɻ̩', 'b̞', 'uə']"
A6_226.wav,"['s', 'o', 'v', 'e', 'ɪ', 'ɻ', 'uə', 'ɒ', 'n', 'ʂ', 'ɻ̩', 'tʂ', 'ɻ̩', 'ɻ', 'a', 'n', 'tɕ', 'i', 'æ', 'n', 'p', 'a', 'o', 'kʰ', 'uə', 'o', 'tʂ', 'a', 'ɴ', 'i', 'ʂ', 'ɻ̩', 'j', 'o', 'ŋ', 'tɕʰ', 'y', 'æ', 'n', 'ʂ', 'ʌ', 't̪', 'i', 'tʰ', 'uə', 'tʂ', 'ɻ̩', 'tɕ', 'i', 'ʂ', 'o', 'uə', 'tɕ', 'y', 'e', 'tɕʰ', 'i', 'a', 'o', 'tʂʰ', 'uə', 'n', 'tɕ', 'i', 'ʂ', 'uə', 'iː', 'n', 'tɕ', 'i', 'n', 'p', 'uə', 't', 'a', 'ɪ', 'i', 'ŋ', 'tɕ', 'i', 'æ', 'n']"
A2_25.wav,"['ts', 'a', 'ɪ', 'i', 'ŋ', 'ʂ', 'ɻ̩', 'i', 'j', 'uə', 'æ', 'n', 'ɴ', 'ɪ', 'ts', 'o', 'ŋ', 'x', 'ʌ', 'o', 'j', 'uə', 'i', 'ŋ', 'ʂ', 'a', 'ŋ', 'j', 'e', 'tʰ', 'i', 'j', 'a', 'l', 'ɪ', 'a', 'i', 'tʂ', 'o', 'ŋ', 'm', 'e', 'ɪ', 'ɕ', 'e', 't̪', 'uə', 'e', 'ɪ', 'tɕʰ', 'i', 'o', 'uə', 'i', 'f', 'uə', 'f', 'uə', 'k', 'uə', 'a', 'ŋ', 'i', 'ŋ', 'tɕ', 'i', 'a', 'o', 'tʂ', 'ɻ̩', 'd', 'ə', 'x', 'uə', 'a', 'm', 'i', 'æ', 'ə', 'n', 'ts', 'a', 'o', 'ɕ', 'i', 'ŋ', 'j', 'uə', 'ʂ', 'ɻ̩', 'j', 'uə']"
A22_164.wav,"['ʁ', 'uə', 'a', 'ŋ', 'x', 'o', 'ʁ', 'ð', 'o', 'dʲ', 'ɪ', 'ʊ', 'ŋ̟', 'tʂʰ', 'ʌ', 'ŋ̟', 'tɕʰ', 'ɪ', 'ŋ̟', 'k', 'a', 'l̪', 'o', 'k', 'a', 'm', 'ɕ', 'i', 'ɲ', 'ɪ', 'tɕ', 'j', 'ə', 'ʀ', 'uə', 'tʂʰ', 'ʌ', 'mʲ', 'iː', 'h', 'a', 'ʝ', 'ɑ', 'a', 'ʊ', 't', 'ʁ', 'a', 'ŋ', 'k', 'x', 'ʁ', 'a', 'ʊ', 'l̪', 'tʲ', 'ɪ', 'ə', 'a', 'ʊ', 't', 'ə', 'ʝ', 'uː', 'b̞', 'e', 'ɪ', 's', 'a', 'n', 'tɕʰ', 'y', 'ə']"
A19_196.wav,"['f', 'ə', 'h', 'ʌ', 'u', 'f', 'uə', 'ɔ', 'ʂ', 'ʊ', 'ʂ', 'ə', 'm', 'a', 'ð', 'j', 'a', 'tʲ', 'i', 'ɴ', 'g', 'uə', 'e', 'a', 'ɴ', 'tʂ', 'uə', 'ɾ', 'o', 'a', 'ŋ', 'ɡ̤', 'uə', 'p', 'a', 'o', 'ʂ', 'ɻ̩', 'x', 'ɹ̩', 'p', 'i', 'a', 'tɕʰ', 'æ', 'ʝ', 'ʊ', 'd', 'i', 'a', 'w', 'ɹ̩', 'tɕ', 'i', 'ɑ', 'f', 'uə', 'tʂʰ', 'a', 'ɪ', 'ɕ', 'i', 'a', 'ʊ', 'ts', 'ɒ', 'ɪ']"
A32_228.wav,"['i', 'ɻ', 'æ', 'n', 'j', 'æ', 'n', 'ts', 'e', 'ɪ', 't', 'a', 'ŋ', 'b', 'uə', 'ts', 'a', 'n', 'tɕ', 'i', 'o', 'uə', 'ɕ', 'i', 'e', 'p', 'a', 'o', 'k', 'a', 'o', 'i', 'ɕ', 'i', 'a', 'uə', 'ʏ', 'ts', 'a', 'ɪ', 't̪', 'ʌ', 'l', 'i', 'x', 'o', 'uə', 'j', 'æ', 'n', 'tɕʰ', 'y', 't', 'a', 'o', 'l', 'uə', 'o', 'd', 'uə', 'e', 'ɪ', 'b̞', 'ʌ', 'n', 'i', 'tɕʰ', 'i', 'e', 'j', 'o', 'uə', 'w', 'o', 'f', 'uə', 'd', 'uə']"
A8_29.wav,"['ɕ', 'i', 'ɴ', 'x', 'uə', 'a', 'ʂ', 'ʌ', 'tɕ', 'i', 't', 'uə', 'o', 'ɻ̩', 't', 'ʌ', 'l', 'i', 'o', 'uə', 'ɻ', 'ɻ̩', 't', 'i', 'æ', 'n', 'ts', 'uə', 'e', 'ɪ', 'tɕ', 'i', 'n', 'ɻ̩', 'ʂ', 'tʰ', 'i', 'æ', 'n', 'l', 'a', 'ɪ', 'ɒ', 'k', 'uə', 'a', 't̪', 't', 'uə', 'o', 'ɻ̩', 'tɕʰ', 'y', 'æ', 'n', 'ɡ', 'uə', 'o', 'n', 'y', 'e', 't', 'i', 'ɕ', 'y', 'n', 's', 'uə', 'm', 'a', 'n', 'j', 'æ', 'n', 'i', 'o', 'uə', 't', 'uə', 'o', 'ɾ', 'ɻ', 'ʌ', 'n', 's', 'ɪ', 'w', 'ɒ', 'ŋ']"
