filename,phones
./LibriTTS/train-clean-100/3664/178366/3664_178366_000019_000006.wav,"['m', 'a', 'j', 'ʌ', 'ɾ', 'ɹ̩', 'ɪ', 'n', 's', 'ɪ', 'z', 'uə', 'ɹ̩', 'ɪ', 'n', 'ɑ', 'n', 'ə', 'b̥', 'ə', 'l', 'i', 'v', 'ə', 'n', 't', 'ə', 'ð', 'ə', 'i', 'ɾ', 'ɹ̩', 'ʌ', 'v', 'ð', 'ə', 'ɔ', 'ɹ', 'k', 'ə', 's', 't', 'ɹ', 'ə', 'm', 'ɪ', 's', 't', 'ɹ̩', 'd', 'i', 'n', 'h', 'uə', 'ə', 's', 'ɪ', 'tʰ', 'ɪ', 'ŋ', 'o', 'w', 'n', 'l', 'i', 'ə', 'f', 'j', 'u', 'f', 'i', 'tʰ', 'æ', 'n', 'd', 'f', 'ɹ', 'ʌ', 'n', 't', 'ʌ', 'v', 'm', 'i', 'b̥', 'a', 'l̪', 'ʁ', 'ɪ', 'ŋ', 't', 'u', 'ð', 'ə', 'ɑ', 'ɾʲ', 'i', 'ə', 'n', 's', 'a', 'j', 'b̥', 'i', 'tʰ', 'ə', 'h', 'e', 'j', 's', 't', 'ɹ̩', 'ɹ', 'iː', 't', 'ɹ', 'i', 'tʰ', 'ɪ', 'n', 't', 'u', 'ɔ', 'n', 'ʌ', 'v', 'ð', 'ə', 'k', 'æ', 'n', 'ə', 'n', 'ts', 'ʌ', 'l̪', 'v', 'ð', 'ə', 's', 't', 'e', 'j', 't͡ʃʲ']"
./LibriTTS/train-clean-100/3664/178366/3664_178366_000012_000000.wav,"['n', 'ə', 'ɹ', 'ɨ', 'm', 'a', 'ɪ', 'n', 'd͡ʒ', 'ɛ', 'n', 'ʊ', 'm', 'ə', 'n', 'h', 'a', 'g', 'ɪ', 'ə', 'f', 'ɔ', 'lʲ', 'ʏ', 'ɛ', 'dʲ', 'e', 'n', 'ɨ', 'ə', 'n', 'm', 'a', 'l', 'ɪ', 'h', 'a', 'ʊ', 's']"
./LibriTTS/train-clean-100/3664/178366/3664_178366_000018_000005.wav,"['ʏ', 'd͡ʒ', 'ɹ', 'a', 'm', 'ʊ', 'uː', 's', 'f', 'o', 's', 'b', 'ʊ', 'v', 'ʁ', 'i', 'e', 'n', 'ʂ', 'uə', 'i', 'e', 'ɾʲ', 'e', 'd', 'ɪ', 'i', 'tʂ', 'ɾ', 'o', 'ɪ', 't̪', 'i', 'o', 'a', 'ɾ', 'ə', 'ɴ', 't', 'ɾ', 'u', 's', 'i', 'a', 'ɾ', 'a']"
./LibriTTS/train-clean-100/3664/178366/3664_178366_000020_000000.wav,"['ɒ', 'x', 'æ', 'b', 'ʏ', 'n', 'ʌ', 'n', 'iː', 'uə', 't', 'ә', 'b̞', 'ɒ', 'tʰ', 'o', 'ɴ', 'i', 't', 'e', 'z', 'w', 'ʌ', 'n', 'd͡ʒ', 'ɒ', 'ɴ', 'o', 'ɕ', 'ɻ̩', 'ɻ', 'ʌ', 'n', 'i', 'dʲ', 'ə', 'n', 'ə', 'ʂ', 'ɪ', 'ɾʲ', 'i']"
./LibriTTS/train-clean-100/3664/178366/3664_178366_000019_000003.wav,"['a', 'l', 'ʊ', 'ʁ', 't', 'a', 'ɾ', 'ə', 'n', 'd', 'ə', 'ʊ', 'n', 'p', 'ɛ', 'n', 'a', 'lʲ', 'i', 'ts', 'a', 'ɪ', 't', 'ɪ', 'n', 'ɛ', 'ə', 'ɾ', 'uː', 'w', 'ɹ̩', 'a', 'ɪ', 's', 'ɔ', 'ɪ', 'zʲ', 'ɪ', 'ʌ', 'f', 'j', 'u', 'm', 'ɨ', 'n', 't', 'f', 'e', 'ɪ', 's', 'ɛ', 's', 'æ', 'n', 'ts', 'a', 'ʊ', 'z', 'ə', 'n', 'ts', 'ɹ̩', 'ə', 'v', 'a', 'ʀ', 'ɪ', 's', 'ɔ', 's', 't', 'ɛ', 'ɹ', 'ɪ', 'n', 'ə', 'n', 'iː']"
./LibriTTS/train-clean-100/3664/178366/3664_178366_000004_000002.wav,"['a', 'ɴ', 'o', 'b̞', 'ɒ', 'ɪ', 'i', 'v', 'i', 'ŋ', 'ɴ', 'tʰ', 'i', 'ɴ', 'ʂ', 'ɻ̩', 'kʰ', 'ʁ', 'a', 'ɡ', 'ə', 'o', 'uə', 'ə', 'ts', 'e', 'b', 'uə', 'e', 'tʰ', 'i', 'ɴ', 's', 'æ', 'v', 'u', 'n', 'i', 'tʲ', 'ʏ', 't̪', 'a', 'w', 'ɨ', 'z', 'mʲ', 'e', 'ɾ', 'e', 't', 'ɹ̩', 'dʲ', 'i', 'f', 'o', 'b', 'a', 'ɪ', 'tʂʰ', 'ɾ', 'ɒ', 'ɾ', 'o', 'v', 'ɪ']"
./LibriTTS/train-clean-100/3664/178366/3664_178366_000011_000007.wav,"['a', 'v̞ʲ', 'ɪ', 's', 'ʀ', 'ɔ', 'ə', 'm', 'a', 't', 'd', 'v', 'æ', 'ŋ', 'k', 'ɹ̩', 'b', 'ɪ', 'n', 'ɪ', 'ɹ', 'ɕ', 'ɛ', 'ə', 'ɾ']"
./LibriTTS/train-clean-100/3664/178366/3664_178366_000015_000002.wav,"['ð', 'ə', 'n', 'dʲ', 'æ', 'n', 's', 'ɹ̩', 's', 'k', 'æ', 'p', 't', 'ɑ', 'n', 'ð', 'ɛ', 'ɹ', 'm', 'æ', 's', 'ə', 'n', 't̪ʰ', 't', 'ɪ', 'l', 'm', 'ɪ', 'n', 'a', 'j', 'tʰ', 'æ', 'n', 'd', 'ð', 'ə', 'm', 'ɛ', 'ɹ', 'i', 'æ', 'n', 'd', 'm', 'ɑ', 'j', 'l', 'i', 'θ', 'ɹ', 'ɔ', 'ŋ', 'p', 'ɹ', 'ɛ', 'z', 'ʌ', 'n', 't', 'ə', 'd', 'ə', 'b̥', 'ɹ', 'œ', 'l̪', 'j', 'ə', 'n', 's', 'i', 'n', 'm', 'uː', 'b̞', 'ɪ', 'ŋ', 'g', 'ɹ', 'e', 'j', 's', 'f', 'ə', 'l', 'i', 'b̥', 'ɪ', 'n', 'i', 'θ', 't', 'ə', 'b̥', 'ʁ', 'a', 'j', 'ɟ', 'ɛ', 's', 'l', 'a', 'j', 'tʰ', 't', 'ə', 'ð', 'ə', 'ɪ', 'n', 's', 'p', 'ɪ', 'ɹ', 'ə', 't', 'i', 'n', 'm', 'j', 'u', 'z', 'ɪ', 'k']"
./LibriTTS/train-clean-100/3664/178366/3664_178366_000019_000010.wav,"['a', 'j', 'θ', 'æ', 'ŋ', 'k', 'h', 'ɪ', 'm', 'f', 'ɔ', 'ɹ', 'ð', 'ə', 'dʒ', 'ɛ', 'n', 'ɹ̩', 'ə', 's', 'ɔ', 'f', 'ɹ̩', 'w', 'ɪ', 'tʃ', 'a', 'j', 'h', 'æ', 'd', 'tʂ', 'ə', 'd', 'ə', 'k', 'ʁ', 'l', 'a', 'j', 'n', 'f', 'ɔ', 'l̪', 'ɪ', 'ŋ', 't', 'ə', 'l', 'æ', 'k', 'ʌ', 'v', 'k', 'ɑ', 'n', 't', 'ə', 'n', 'ə', 's', 'ɪ', 'n', 'm', 'a', 'j', 's', 'ɛ', 'l', 'f', 'ɔ', 'ɹ', 'ɪ', 's', 'ʌ', 'm', 'p', 'i', 'p', 'ə', 'l', 'm', 'a', 'j', 'n', 'ɾʲ', 'ɪ', 'k', 's', 'p', 'ɹ', 'ɛ', 's', 'ɪ', 'tʰ', 'a', 'j', 'd', 'ɪ', 'd', 'n', 't', 'i', 'h', 'æ', 'v', 'ð', 'ə', 'ɹ', 'ɛ', 'k', 'ʁ', 'ə', 's̪', 'ə', 'tʃ', 'i', 'k', 't', 'ə', 'ʌ', 'n', 'd', 'ɹ̩', 't', 'e', 'j', 'k', 'ə', 'θ', 'ɪ', 'ŋ', 'ʌ', 'v', 'ð', 'æ', 'tʰ', 's', 'ɔ', 'ɹ', 'tʰ']"
./LibriTTS/train-clean-100/3664/178366/3664_178366_000019_000007.wav,"['a', 'j', 'n', 'ɛ', 'v', 'ɹ̩', 'ʃ', 'æ', 'l', 'm', 'ɔ', 'ɹ', 'ɪ', 'l', 'i', 'v', 't', 'ɪ', 'n', 'm', 'a', 'j', 'l', 'a', 'j', 'f', 'ð', 'æ', 'n', 'w', 'ɛ', 'l', 'n', 'a', 'j', 'g', 'ɑ', 'tʰ', 'ɒ', 'w', 'tʰ', 'ɤ', 'ð', 'æ', 'z', 'j', 'u', 'ʌ', 'v', 'ð', 'ɛ', 'ɾ', 'ɪ', 'm', 'ɛ', 'n', 's', 'k', 'ɹ', 'a', 'w', 'l̪', 'd']"
